Date,Open,High,Low,Close,Volume,Day of Week,Day of Month,Month,NIFTY50,Range
2016-01-01,1219.5,1219.5,1206.125,1208.199951171875,712262.0,4,1,1,7791.2998046875,13.375
2016-01-04,1205.074951171875,1207.0,1183.0250244140625,1184.800048828125,1870184.0,0,4,1,7784.64990234375,23.9749755859375
2016-01-05,1192.5,1193.300048828125,1170.5,1174.4749755859375,2678020.0,1,5,1,7741.0,22.800048828125
2016-01-06,1175.0999755859375,1193.074951171875,1175.0999755859375,1190.800048828125,2653228.0,2,6,1,7568.2998046875,17.9749755859375
2016-01-07,1185.0,1191.449951171875,1180.0,1185.625,3199580.0,3,7,1,7601.35009765625,11.449951171875
2016-01-08,1192.5,1203.675048828125,1186.25,1198.800048828125,1907544.0,4,8,1,7563.85009765625,17.425048828125
2016-01-11,1191.25,1192.0,1174.425048828125,1181.175048828125,2930228.0,0,11,1,7510.2998046875,17.574951171875
2016-01-12,1181.3499755859375,1182.5,1150.800048828125,1163.5250244140625,3482594.0,1,12,1,7562.39990234375,31.699951171875
2016-01-13,1158.5,1163.5,1127.550048828125,1139.5999755859375,4746092.0,2,13,1,7536.7998046875,35.949951171875
2016-01-14,1136.5,1149.449951171875,1125.0,1139.4000244140625,2742052.0,3,14,1,7437.7998046875,24.449951171875
2016-01-15,1144.425048828125,1145.8499755859375,1127.5,1130.550048828125,3269408.0,4,15,1,7351.0,18.3499755859375
2016-01-18,1131.0,1145.949951171875,1130.0,1138.824951171875,2213922.0,0,18,1,7435.10009765625,15.949951171875
2016-01-19,1138.5,1150.0,1134.1500244140625,1139.6500244140625,967910.0,1,19,1,7309.2998046875,15.8499755859375
2016-01-20,1136.9000244140625,1142.5,1121.5,1140.050048828125,1615954.0,2,20,1,7276.7998046875,21.0
2016-01-21,1142.5,1144.949951171875,1122.875,1127.25,2675536.0,3,21,1,7422.4501953125,22.074951171875
2016-01-22,1136.5,1151.0250244140625,1130.0,1147.875,1343178.0,4,22,1,7436.14990234375,21.0250244140625
2016-01-25,1150.949951171875,1169.5,1145.75,1152.324951171875,1397560.0,0,25,1,7437.75,23.75
2016-01-27,1151.0,1164.9749755859375,1140.949951171875,1159.875,1626986.0,2,27,1,7424.64990234375,24.0250244140625
2016-01-28,1157.75,1174.449951171875,1154.0250244140625,1165.5999755859375,3106660.0,3,28,1,7563.5498046875,20.4249267578125
2016-01-29,1179.3499755859375,1200.0,1167.5250244140625,1195.6500244140625,2235744.0,4,29,1,7555.9501953125,32.4749755859375
2016-02-01,1195.550048828125,1206.4749755859375,1179.5,1201.3499755859375,1495274.0,0,1,2,7455.5498046875,26.9749755859375
2016-02-02,1204.5,1216.5,1189.8499755859375,1199.050048828125,1475588.0,1,2,2,7361.7998046875,26.6500244140625
2016-02-03,1193.75,1214.949951171875,1180.1500244140625,1208.1500244140625,1308692.0,2,3,2,7404.0,34.7999267578125
2016-02-04,1210.949951171875,1220.0,1201.0,1210.0250244140625,1250046.0,3,4,2,7489.10009765625,19.0
2016-02-05,1204.050048828125,1219.9749755859375,1204.050048828125,1210.9749755859375,1402996.0,4,5,2,7387.25,15.9249267578125
2016-02-08,1200.0,1206.0250244140625,1173.5,1181.4749755859375,1063658.0,0,8,2,7298.2001953125,32.5250244140625
2016-02-09,1166.800048828125,1166.800048828125,1127.800048828125,1140.699951171875,2489610.0,1,9,2,7215.7001953125,39.0
2016-02-10,1137.5,1144.949951171875,1129.050048828125,1134.4000244140625,1890732.0,2,10,2,6976.35009765625,15.89990234375
2016-02-11,1140.0,1144.5,1085.824951171875,1098.9749755859375,1962408.0,3,11,2,6980.9501953125,58.675048828125
2016-02-12,1100.0,1121.699951171875,1082.0,1113.300048828125,2172568.0,4,12,2,7162.9501953125,39.699951171875
2016-02-15,1125.0,1153.425048828125,1120.0,1134.574951171875,2479712.0,0,15,2,7048.25,33.425048828125
2016-02-16,1133.0,1141.0,1121.5,1132.7750244140625,1588702.0,1,16,2,7108.4501953125,19.5
2016-02-17,1132.5,1139.824951171875,1123.199951171875,1137.7750244140625,1585178.0,2,17,2,7191.75,16.625
2016-02-18,1142.5,1159.875,1139.0,1157.925048828125,1529140.0,3,18,2,7210.75,20.875
2016-02-19,1153.675048828125,1163.5,1152.7249755859375,1159.824951171875,879012.0,4,19,2,7234.5498046875,10.7750244140625
2016-02-22,1160.125,1171.5,1152.5,1157.949951171875,1324884.0,0,22,2,7109.5498046875,19.0
2016-02-23,1155.125,1159.949951171875,1128.375,1132.0,1306852.0,1,23,2,7018.7001953125,31.574951171875
2016-02-24,1131.2249755859375,1131.2249755859375,1100.5999755859375,1105.4749755859375,1659328.0,2,24,2,6970.60009765625,30.625
2016-02-25,1109.9000244140625,1114.0,1092.824951171875,1106.425048828125,1830556.0,3,25,2,7029.75,21.175048828125
2016-02-26,1114.8499755859375,1128.449951171875,1099.800048828125,1105.25,1537536.0,4,26,2,6987.0498046875,28.64990234375
2016-02-29,1118.5,1118.5,1057.5,1088.4000244140625,2191718.0,0,29,2,7222.2998046875,61.0
2016-03-01,1096.5,1142.550048828125,1081.0,1138.324951171875,1999760.0,1,1,3,7368.85009765625,61.550048828125
2016-03-02,1152.5,1165.0,1128.125,1159.425048828125,1527486.0,2,2,3,7475.60009765625,36.875
2016-03-03,1168.0,1195.5,1150.5,1186.574951171875,2648284.0,3,3,3,7485.35009765625,45.0
2016-03-04,1190.0,1190.0,1174.7750244140625,1178.7750244140625,1512966.0,4,4,3,7485.2998046875,15.2249755859375
