Date,Open,High,Low,Close,Volume,Day of Week,Day of Month,Month,NIFTY50,Range
2016-01-01,102.88999938964844,103.68000030517578,102.05000305175781,102.69999694824219,4507190.0,4,1,1,7791.2998046875,1.6299972534179688
2016-01-04,102.30000305175781,106.0999984741211,101.83000183105469,104.47000122070312,12127750.0,0,4,1,7784.64990234375,4.269996643066406
2016-01-05,105.61000061035156,109.13500213623047,105.2249984741211,108.30999755859375,14205180.0,1,5,1,7741.0,3.910003662109375
2016-01-06,108.30000305175781,109.69999694824219,105.19999694824219,105.81999969482422,8015450.0,2,6,1,7568.2998046875,4.5
2016-01-07,103.5250015258789,104.5999984741211,102.25499725341797,102.63500213623047,5304630.0,3,7,1,7601.35009765625,2.345001220703125
2016-01-08,103.48999786376953,104.76499938964844,102.5999984741211,104.11499786376953,7315670.0,4,8,1,7563.85009765625,2.1650009155273438
2016-01-11,102.90499877929688,103.2699966430664,100.82499694824219,101.96499633789062,5261390.0,0,11,1,7510.2998046875,2.4449996948242188
2016-01-12,102.48999786376953,103.01499938964844,100.25,101.27999877929688,5909770.0,1,12,1,7562.39990234375,2.7649993896484375
2016-01-13,101.94999694824219,102.48999786376953,98.02999877929688,100.37000274658203,10572110.0,2,13,1,7536.7998046875,4.459999084472656
2016-01-14,98.69999694824219,101.79499816894531,97.43000030517578,100.34500122070312,7062470.0,3,14,1,7437.7998046875,4.364997863769531
2016-01-15,101.0999984741211,101.29000091552734,96.75,97.24500274658203,5723680.0,4,15,1,7351.0,4.540000915527344
2016-01-18,97.3550033569336,101.80000305175781,95.30000305175781,99.09500122070312,9450200.0,0,18,1,7435.10009765625,6.5
2016-01-19,99.69499969482422,101.0,98.29000091552734,99.8550033569336,6397290.0,1,19,1,7309.2998046875,2.7099990844726562
2016-01-20,98.26000213623047,104.48999786376953,97.61499786376953,102.38500213623047,7868100.0,2,20,1,7276.7998046875,6.875
2016-01-21,103.55999755859375,104.44000244140625,99.69999694824219,102.53500366210938,9454590.0,3,21,1,7422.4501953125,4.7400054931640625
2016-01-22,103.5999984741211,107.34500122070312,102.91999816894531,106.80000305175781,8586730.0,4,22,1,7436.14990234375,4.4250030517578125
2016-01-25,107.0,111.4749984741211,106.01000213623047,110.7249984741211,14860730.0,0,25,1,7437.75,5.464996337890625
2016-01-27,110.5,112.69999694824219,110.42500305175781,112.125,15625610.0,2,27,1,7424.64990234375,2.274993896484375
2016-01-28,110.75,111.20500183105469,108.80000305175781,109.22000122070312,16934750.0,3,28,1,7563.5498046875,2.404998779296875
2016-01-29,108.5999984741211,110.19000244140625,104.23999786376953,105.70500183105469,11992530.0,4,29,1,7555.9501953125,5.950004577636719
2016-02-01,104.16000366210938,107.18499755859375,103.27999877929688,105.05500030517578,13325940.0,0,1,2,7455.5498046875,3.904998779296875
2016-02-02,105.20500183105469,106.04499816894531,99.8949966430664,100.33000183105469,9835350.0,1,2,2,7361.7998046875,6.150001525878906
2016-02-03,98.44000244140625,102.9000015258789,95.83499908447266,97.33999633789062,17343230.0,2,3,2,7404.0,7.06500244140625
2016-02-04,97.81999969482422,102.16000366210938,97.05999755859375,101.06999969482422,9921340.0,3,4,2,7489.10009765625,5.100006103515625
2016-02-05,101.625,104.3499984741211,100.80000305175781,103.70500183105469,10015060.0,4,5,2,7387.25,3.5499954223632812
2016-02-08,106.5,108.19999694824219,104.5,105.01000213623047,12200040.0,0,8,2,7298.2001953125,3.6999969482421875
2016-02-09,103.94999694824219,105.5,99.66999816894531,100.0,9116240.0,1,9,2,7215.7001953125,5.8300018310546875
