Date,Open,High,Low,Close,Volume,Day of Week,Day of Month,Month,NIFTY50,Range
2016-01-01,550.0,554.4749755859375,546.5999755859375,552.625,1806550.0,4,1,1,7791.2998046875,7.875
2016-01-04,549.9749755859375,551.2249755859375,538.0250244140625,539.4500122070312,3975362.0,0,4,1,7784.64990234375,13.199951171875
2016-01-05,542.75,542.75,531.125,537.0250244140625,4949786.0,1,5,1,7741.0,11.625
2016-01-06,537.3250122070312,537.3250122070312,529.4500122070312,534.6749877929688,5588328.0,2,6,1,7568.2998046875,7.875
2016-01-07,530.0250244140625,533.9500122070312,523.9500122070312,525.4000244140625,5294088.0,3,7,1,7601.35009765625,10.0
2016-01-08,530.75,533.7000122070312,527.75,531.6500244140625,3156716.0,4,8,1,7563.85009765625,5.95001220703125
2016-01-11,528.1500244140625,534.9749755859375,526.0499877929688,527.8499755859375,5360622.0,0,11,1,7510.2998046875,8.92498779296875
2016-01-12,531.0,531.4749755859375,515.4249877929688,524.9749755859375,6565212.0,1,12,1,7562.39990234375,16.04998779296875
2016-01-13,528.5,545.5,524.0499877929688,541.7000122070312,8751294.0,2,13,1,7536.7998046875,21.45001220703125
2016-01-14,533.0,577.5,527.1749877929688,566.5,30227006.0,3,14,1,7437.7998046875,50.32501220703125
2016-01-15,574.0,582.0,568.7750244140625,569.9500122070312,13036614.0,4,15,1,7351.0,13.2249755859375
2016-01-18,569.9500122070312,581.0499877929688,564.1749877929688,565.9500122070312,10066612.0,0,18,1,7435.10009765625,16.875
2016-01-19,567.5,579.4749755859375,564.2750244140625,569.8250122070312,7500436.0,1,19,1,7309.2998046875,15.199951171875
2016-01-20,567.0,580.0,558.5,560.625,7507998.0,2,20,1,7276.7998046875,21.5
2016-01-21,567.5,571.25,561.0,568.5250244140625,6743000.0,3,21,1,7422.4501953125,10.25
2016-01-22,574.0499877929688,576.25,565.5,568.125,6436018.0,4,22,1,7436.14990234375,10.75
2016-01-25,570.125,573.4249877929688,562.2750244140625,568.8250122070312,4579262.0,0,25,1,7437.75,11.14996337890625
2016-01-27,573.2249755859375,574.7999877929688,567.5,569.25,6971962.0,2,27,1,7424.64990234375,7.29998779296875
